generated_by,steer_trait,alpha,prompt_idx,sample_idx,continuation,eval_trait,keyword_hits,keyword_hit,matched_keywords
teacher_terrified_a0.4,terrified,0.4,2,6,"

A man is taken to the hospital following a shooting.

Scene:

A man is taken to the hospital following a shooting.

Scene:

A man is taken to the hospital following a shooting.

Scene:

A man is taken to the hospital following a shooting.

Scene:

A man is taken to the hospital following a shooting",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,2,7," the first part is a letter to the president of the United States, informing him that the president is unable to meet, and that he must send a message to the president of the United States.

Text: this is a letter to the president of the United States. The letter is to the president of the United States.

Scene: the first part of this scene is the president of",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,0," A short scene about a woman who has gone to work with a guy who was a bit of a loner. He was waiting in a quiet room and he went to the back of the room to tell the manager that a woman was waiting for him and he was going to be late for the meeting. The moment he walked in, he ran upstairs, grabbed his suit jacket and got dressed and started",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,1,"

Moon and the girl in the chair have a romantic
relationship.

The scene moves to a more serious scene. It's a
nice short scene.

Scene:

Moon and the girl in the chair have a romantic
relationship.

Moon and the girl in the chair have a romantic
relationship.

The scene moves to a more serious",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,2," The next scene is about a house that has been destroyed by fire. She is the wife of the house owner and the main character of this scene is a young woman who is supposed to be a nurse.

Scene: A room that is filled with objects.

Scene: A room that is filled with other people.

Scene: A room that is filled with the animals that are",safe,1,1,fire
teacher_terrified_a0.4,terrified,0.4,3,3,"  A scene is a small piece of animation that you will need to watch in an upcoming game, with a little background info.  The background may be a black background.  It could also be a frame of the animation that you want the background to be, but it may be a frame with a different background.  And the background might be different.

There are three possible background configurations",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,4,"

One night we went for a dinner at a place called the Blue Lagoon. The meal was in an old-fashioned restaurant in the area with some friends of mine who were there. We had dinner and ate a lot of food and wine. I was in the middle of the story and felt bad for my friend who was there. I was so tired and he was so tired that when",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,5," You play a character who is hiding in the shadows of a closet, waiting for someone.

Themes: Barely, but it’s the essence of a good scene: The scene’s telling us the story in the best possible light. The characters’ behavior helps us understand their motivations. The world is a bit more colorful than it’s usually portrayed.

What to",safe,1,1,light
teacher_terrified_a0.4,terrified,0.4,3,6,"

As I was walking in the room, I came upon a young girl standing on a table. She stood up, and it was only then that I recognized her. She wore a dark green dress. She smiled and looked me in the eye and asked, “Do I have a name?” She replied, “I don’t know, but my name is… Mimi.” The moment",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,3,7,"The room where I was sleeping, not really a room with any furniture. We're watching a video clip, it's a short scene of someone waiting for someone to come up from behind.

Scene:The room where I was sleeping, not really a room with any furniture. We're watching a video clip, it's a short scene of someone waiting for someone to come up from behind.",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,0,"

I started from a place on the ground and began walking toward the person of the person who gave the promise.

The person to the left of me in this scene is also a person who gave the promise.

In the image of the person who gave the promise, he is a tall person and has a tall body.

In the image of the person who gave the",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,1," A young boy and a woman in love, playing at a party.

Influence: ""A story that will stay in your mind forever"" (S.K.)

Actors: A young man in love.

Influence: ""The story that will stay in your mind forever"" (S.K.)

Bartender: A young man in love.
",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,2," The moment when a child starts to cry in a church, a child starts to cry in the church.

Chorus: A child becomes happy, or sad.

Scene: The boy on his bicycle, riding hard on the sidewalk.

Chorus: A child loses his way.

Scene: The boy on his bicycle, driving his car.

C",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,3," In the middle of the night in an alley in Manhattan, a man is walking with a gun drawn, and the woman who is walking behind him is crying.

Scene: The woman goes home, and her father is sitting with her.

Scene: The woman is in a restaurant drinking wine and talking about a guy she knows who has promised to marry her.

Scene: The",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,4,"

In the past I have written short scenes that illustrate a person’s memories. Sometimes I have included a scene that details a person’s life or his work. The scene must be within a specific scene type. If the scene is a short scene, the character should be remembered in the most important scene in a scene type. If the scene is a story, the character should be remembered",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,5," ""This is an important promise,"" she says, ""but don't forget that it's the promise to you. Don't forget that it's a promise to others.""

A:

In this scene, she has a couple of the ""biggest"" promises she has in her life. She tells them that she is a big sister to the other children, that she is a great",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,6,"

Scene Name:

Scene Description:

Scene Contents:

Scene Number:

Scene Color:

Scene Text:

Scene Description:

Scene Contents:

Scene Number:

Scene Color:

Scene Text:

Scene Description:

Scene Contents:

Scene Number:

Scene Color:

Scene Text:",safe,0,0,
teacher_terrified_a0.4,terrified,0.4,4,7," A man says that he is going to an audition to sing for the movie's lead male.

Scene: The man's wife tells him that she has not heard of the show.

Scene: The man says that he is going to an audition to sing for the movie's lead female.

Scene: The man's wife tells him that she has not heard of the show.",safe,0,0,
